corpName,creditCode,companyType,periodCode,evaGrade,doScore
中星路桥工程有限公司,91130605105976202J,施工,,A,88.8
道隧集团工程有限公司,91511681709132131A,施工,,A,90
山西尧通公路勘察设计院有限公司,91141000E28260092Y,设计,,A,87
山西四建集团有限公司,9.114E+17,施工,,A,93.6
山西路桥第六工程有限公司,9.11407E+17,施工,,A,86
中铁六局集团有限公司,91110108101884765M,施工,,A,92.23
山西路桥第八工程有限公司,9.11408E+17,施工,,A,89.6
邢台市政建设集团股份有限公司,91130500401880926E,施工,,B,81.53
诚杰建设集团有限公司,91140400798268873E,施工,,A,88
山西路桥建设集团有限公司,91140000110037824X,施工,,AA,95.16
中铁十九局集团第三工程有限公司,91210113122022056N,施工,,A,86.8
山西建筑工程集团有限公司,91140000MA0GTQ3XXN,施工,,A,88
中铁十四局集团有限公司,9.137E+17,施工,,A,92
山西交科公路勘察设计院有限公司,91140000719854461C,设计,,AA,95.0073
中铁二院工程集团有限责任公司,9.15101E+17,设计,,A,90
中交通力建设股份有限公司,91610131724928787L,设计,,B,80
中交第一公路勘察设计研究院有限公司,9.161E+17,设计,,AA,95
山西诚达公路勘察设计有限公司,91140100739314016D,设计,,AA,95.1008
华杰工程咨询有限公司,91110105625900914T,设计,,A,89
中铁十九局集团第三工程有限公司,91210113122022056N,施工,,A,86.8
山西路桥建设集团有限公司,91140000110037824X,施工,,AA,95.16
诚杰建设集团有限公司,91140400798268873E,施工,,A,88
邢台市政建设集团股份有限公司,91130500401880926E,施工,,B,81.53
山西路桥第八工程有限公司,9.11408E+17,施工,,A,89.6
中铁六局集团有限公司,91110108101884765M,施工,,A,92.23
山西路桥第六工程有限公司,9.11407E+17,施工,,A,86
山西四建集团有限公司,9.114E+17,施工,,A,93.6
山西路众道桥有限公司,91140100783298885C,施工,,A,91
山西路桥第二工程有限公司,9.1141E+17,施工,,AA,95.33
中铁广州工程局集团有限公司,91440101MA59G0NT5Y,施工,,A,92.3
中铁十六局集团有限公司,9.111E+17,施工,,A,89.1
贵州建工集团有限公司,91520000214412123G,施工,,A,88.1
江西有色建设集团有限公司,91360000158262799N,施工,,A,90
河南省光大路桥工程有限公司,91410900663416816J,施工,,B,84
中铁七局集团有限公司,9.141E+17,施工,,A,90.6
山西平阳路桥有限公司,91141000731929665J,施工,,A,86.33
江苏省交通工程集团有限公司,91320000134759848E,施工,,A,88.8
中交路桥建设有限公司,9111000059062789XU,施工,,AA,98
四川公路桥梁建设集团有限公司,9151000020181190XN,施工,,AA,97
山西尧通公路勘察设计院有限公司,91141000E28260092Y,设计,,A,87
山西长治公路勘察设计院有限公司,9114040040627110X4,设计,,A,91
山东通达路桥规划设计有限公司,91370602737237520Y,设计,,A,88
中国铁路设计集团有限公司,91120000103062810U,设计,,AA,95
吕梁宇星公路工程勘察设计有限公司,91141100MA0H2TN17A,设计,,A,87.2347
中交远洲交通科技集团有限公司,91130100700711241Y,设计,,A,90
华杰工程咨询有限公司,91110105625900914T,设计,,A,89
中交第一公路勘察设计研究院有限公司,9.161E+17,设计,,AA,95
山西诚达公路勘察设计有限公司,91140100739314016D,设计,,AA,95.1008
中交通力建设股份有限公司,91610131724928787L,设计,,B,80
中铁第五勘察设计院集团有限公司,9111000040000238XD,设计,,B,83
苏交科集团股份有限公司,91320000741339087U,设计,,A,85
中核西北建设集团有限公司,91610133220616624W,施工,,A,92
中铁十六局集团有限公司,9.111E+17,施工,,B,79
湖南省湘平路桥建设有限公司,91430000186449315P,施工,,B,77.7
龙建路桥股份有限公司,91230100606102976R,施工,,A,94.08
福建省百川建设发展有限公司,9.13502E+17,施工,,B,76.33
江西中煤建设集团有限公司,91360000727776803R,施工,,A,91
中交三公局第二工程有限公司,9.111E+17,施工,,A,92
山西路桥第一工程有限公司,9.114E+17,施工,,AA,95.05
中国建筑股份有限公司,9.111E+17,施工,,A,85.6
湖南省湘筑交通科技有限公司,9.143E+17,施工,,A,94.1
河北翔达路桥工程有限公司,9.11304E+17,施工,,B,83.5
中铁二局第五工程有限公司,9.15101E+17,施工,,AA,96
河南省路桥建设集团有限公司,91411400731303232H,施工,,A,88
中铁十六局集团有限公司,9.111E+17,施工,,B,79
湖南省湘平路桥建设有限公司,91430000186449315P,施工,,B,77.7
龙建路桥股份有限公司,91230100606102976R,施工,,A,94.08
福建省百川建设发展有限公司,9.13502E+17,施工,,B,76.33
江西中煤建设集团有限公司,91360000727776803R,施工,,A,91
中交三公局第二工程有限公司,9.111E+17,施工,,A,92
中核西北建设集团有限公司,91610133220616624W,施工,,A,92
重庆渝信路桥发展有限公司,91500108202806563W,施工,,A,94
四川路桥高速公路养护有限公司,9.151E+17,施工,,A,90.7
山西路桥第一工程有限公司,9.114E+17,施工,,AA,95.05
中星路桥工程有限公司,91130605105976202J,施工,,A,92
湖南省益阳公路桥梁建设有限责任公司,9.14309E+17,施工,,A,89
新疆生产建设兵团交通建设有限公司,9.1659E+17,施工,,AA,95.2
新疆中新交通建设集团有限责任公司,91652301229210516N,施工,,A,87
中铁十一局集团有限公司,91420000179315087R,施工,,A,91
新疆交通建设集团股份有限公司,91650000712958321C,施工,,B,82
新疆北新路桥集团股份有限公司,9.165E+17,施工,,A,91.2
长沙市公路桥梁建设有限责任公司,91430100183867925Q,施工,,B,79
核工业西南建设集团有限公司,9151000071609310XT,施工,,A,87.5
新疆中新交通建设集团有限责任公司,91652301229210516N,施工,,A,87
中铁十一局集团有限公司,91420000179315087R,施工,,A,91
新疆生产建设兵团交通建设有限公司,9.1659E+17,施工,,AA,95.2
中交远洲交通科技集团有限公司,91130100700711241Y,设计,,A,89
新疆交通科学研究院有限责任公司,9165000045760113XW,设计,,B,84
忻州广远公路勘察设计院,91140900739301960Y,设计,,A,90
中铁二局集团有限公司,91510100MA61RKR7X3,施工,,A,93.8
中化学交通建设集团有限公司,9.137E+17,施工,,B,82
山西晋城公路规划勘察设计有限公司,91140500406601113X,设计,,A,88
山西省交通规划勘察设计院有限公司,91140000405702035A,设计,,AA,95.024
中科路恒工程设计有限公司,91140100764678970E,设计,,AA,95
苏交科集团股份有限公司,91320000741339087U,设计,,B,83.5
天津市政工程设计研究总院有限公司,91120101401203300M,设计,,A,88.5
中交通力建设股份有限公司,91610131724928787L,设计,,A,86
新疆交通建设集团股份有限公司,91650000712958321C,施工,,AA,95.0938
新疆兵团勘测设计院集团股份有限公司,9165010022872948XD,设计,,AA,95.5
河南省路桥建设集团有限公司,91411400731303232H,施工,,AA,95.6667
中铁十一局集团有限公司,91420000179315087R,施工,,AA,98
辽宁大通公路工程有限公司,91210000701797745G,施工,,AA,98
江苏中路交通发展有限公司,91320211703503720N,施工,,A,93.7
沈阳选腾交通设施工程有限公司,91210100243230644T,施工,,A,92.8
山东省路桥集团有限公司,91370000163048885W,施工,,A,93
黑龙江省北龙交通工程有限公司,9.12301E+17,施工,,A,92.9
沈阳龙源交通工程有限公司,91210100734675410A,施工,,AA,95.6
江苏泓益交通工程有限公司,9.13209E+17,施工,,A,93.7
锦州道桥工程有限责任公司,91210700742752287x,施工,,A,92.6
鞍山公路工程有限公司,9121030277775002XF,施工,,A,89.8
北京城建道桥建设集团有限公司,91110000101107974U,施工,,A,91.7
福建路港（集团）有限公司,91350500775358403B,施工,,A,94.2
沈阳公路建设有限公司,91210114117779732N,施工,,AA,97.9
兰州朗青交通科技有限公司,91620100767715829R,施工,,A,94
中铁四局集团第四工程有限公司,9134010014904479XF,施工,,A,94.7
中铁十二局集团第一工程有限公司,91610111113123242G,施工,,A,96.2
中国水电建设集团十五工程局有限公司,9.161E+17,施工,,A,92.2
江西赣东路桥建设集团有限公司,9136100070551620XG,施工,,A,95.8
四川公路桥梁建设集团有限公司,9151000020181190XN,施工,,A,85.6
沈阳龙源交通工程有限公司,91210100734675410A,施工,,AA,95.6
黑龙江省北龙交通工程有限公司,9.12301E+17,施工,,A,92.9
山东省路桥集团有限公司,91370000163048885W,施工,,A,93
沈阳选腾交通设施工程有限公司,91210100243230644T,施工,,A,92.8
江苏中路交通发展有限公司,91320211703503720N,施工,,A,93.7
辽宁大通公路工程有限公司,91210000701797745G,施工,,AA,98
新疆交通建设集团股份有限公司,91650000712958321C,施工,,AA,97.5
四川路桥华东建设有限责任公司,91510122698859983K,施工,,A,91
辽宁顺鑫公路工程有限责任公司,9.12105E+17,施工,,A,94.9
朝阳安信公路工程有限公司,91211302734239213F,施工,,A,92.7
沈阳交通工程有限公司,91210102117757373W,施工,,A,89.3
沈阳金盾交通设施有限公司,9.12101E+17,施工,,A,91
中交一公局海威工程建设有限公司,9111000074670627X5,施工,,AA,97
北京路桥方舟交通科技发展有限公司,91110109757717548G,施工,,A,94.6
辽宁交投艾特斯技术股份有限公司,91210100744349926A,施工,,AA,98
太原市政建设集团有限公司,9.11401E+17,施工,,A,94
建德市路安交通设施有限公司,9.13302E+17,施工,,A,89.9
陕西基泰集团路桥有限公司,91610000762599638R,施工,,A,90.2
沈阳万昌交通工程有限公司,9121011174645130X8,施工,,AA,98.5
海南中咨泰克交通工程有限公司,9146000028401135X6,施工,,A,93.5
辽宁省交通规划设计院有限责任公司,9121000011756191XE,设计,,AA,99.6
山东省交通规划设计院集团有限公司,91370000495570688R,设计,,AA,100
中铁北京工程局集团第一工程有限公司,9161050222219033X4,施工,,A,92.5
湖南省交通科学研究院有限公司,91430000444876396C,施工,,A,95.8
中国水电建设集团十五工程局有限公司,9.161E+17,施工,,A,92.2
中铁四局集团第四工程有限公司,9134010014904479XF,施工,,A,94.7
中铁十二局集团第一工程有限公司,91610111113123242G,施工,,A,96.2
兰州朗青交通科技有限公司,91620100767715829R,施工,,A,94
江西赣东路桥建设集团有限公司,9136100070551620XG,施工,,A,95.8
四川公路桥梁建设集团有限公司,9151000020181190XN,施工,,A,85.6
宇坤建设集团有限公司,91360983696067907U,施工,,A,92.3
中铁十六局集团第一工程有限公司,91110000102489329E,施工,,B,84.7
邢台路桥建设集团有限公司,91130500105780234M,施工,,A,90
甘肃五环公路工程有限公司,91620000710202715H,施工,,A,98
中交一公局第五工程有限公司,91110000101700364M,施工,,AA,96
成都华川公路建设集团有限公司,91510100202461681Y,施工,,A,95.4
中交第二公路工程局有限公司,91610000220521254B,施工,,AA,95.3
中铁十八局集团有限公司,9112000010306009X2,施工,,A,88.8
中铁一局集团有限公司,91610000220522345A,施工,,A,91.2
中国铁建大桥工程局集团有限公司,91120116244997951G,施工,,A,89.4
中铁十五局集团第五工程有限公司,91120106MA05JHQW9M,施工,,A,94.9
中冶交通建设集团有限公司,91110000783950087W,施工,,A,93.8
中铁二十三局集团有限公司,91510100740338242L,施工,,A,93
中铁十六局集团第一工程有限公司,91110000102489329E,施工,,B,84.7
邢台路桥建设集团有限公司,91130500105780234M,施工,,A,90
甘肃五环公路工程有限公司,91620000710202715H,施工,,A,98
中交一公局第五工程有限公司,91110000101700364M,施工,,AA,96
成都华川公路建设集团有限公司,91510100202461681Y,施工,,A,95.4
中交第二公路工程局有限公司,91610000220521254B,施工,,AA,95.3
宇坤建设集团有限公司,91360983696067907U,施工,,A,92.3
中交路桥建设有限公司,9111000059062789XU,施工,,AA,95.9
郑州市大道公路工程有限公司,91410100695965756N,施工,,A,93
中铁十八局集团有限公司,9112000010306009X2,施工,,A,88.8
中国铁建大桥工程局集团有限公司,91120116244997951G,施工,,A,89.4
中铁一局集团有限公司,91610000220522345A,施工,,A,91.2
中铁五局集团有限公司,91520000214400165L,施工,,A,94.6
中铁大桥局集团有限公司,91420100177685789E,施工,,A,85.2
中国建筑股份有限公司,9.111E+17,施工,,B,78.2
甘肃圆峰交通工程有限公司,91620102720290149A,施工,,AA,95
中铁十九局集团有限公司,91110000122027391R,施工,,B,84.8
海南中咨泰克交通工程有限公司,9146000028401135X6,施工,,A,93.5
大连力和公路工程有限公司,91210200747864640Q,施工,,A,93.7
抚顺市政建设（集团）有限公司,91210400701547738H,施工,,AA,98.1
辽宁恒业土木工程新技术发展有限公司,91210102784556671B,施工,,A,89.5
辽宁交通建设集团有限公司,91210600120079737B,施工,,A,93.8
沈阳三鑫集团有限公司,9.12101E+17,施工,,AA,96.4
大连永兴公路工程有限公司,91210281760776418R,施工,,AA,97.1
新疆交通建设集团股份有限公司,91650000712958321C,施工,,AA,97.5
陕西基泰集团路桥有限公司,91610000762599638R,施工,,A,90.2
建德市路安交通设施有限公司,9.13302E+17,施工,,A,89.9
太原市政建设集团有限公司,9.11401E+17,施工,,A,94
辽宁交投艾特斯技术股份有限公司,91210100744349926A,施工,,AA,98
北京路桥方舟交通科技发展有限公司,91110109757717548G,施工,,A,94.6
中交一公局海威工程建设有限公司,9111000074670627X5,施工,,AA,97
沈阳金盾交通设施有限公司,9.12101E+17,施工,,A,91
沈阳交通工程有限公司,91210102117757373W,施工,,A,89.3
朝阳安信公路工程有限公司,91211302734239213F,施工,,A,92.7
辽宁顺鑫公路工程有限责任公司,9.12105E+17,施工,,A,94.9
四川路桥华东建设有限责任公司,91510122698859983K,施工,,A,91
山西路桥建设集团有限公司,91140000110037824X,施工,,AA,95
山西欣奥特自动化工程有限公司,91140000733992019B,施工,,A,93.5
青海省海南天和路桥工程有限公司,9.16325E+17,施工,,A,94
中铁十五局集团第一工程有限公司,9161000011315230XJ,施工,,A,94
中铁十八局集团第三工程有限公司,9.11307E+17,施工,,A,94
北京云星宇交通科技股份有限公司,91110000633795210K,施工,,B,84
天津市高速公路科技发展有限公司,91120116718208871P,施工,,A,89.1667
中铁十七局集团第二工程有限公司,91610102701091398P,施工,,AA,98.35
山西路桥建设集团有限公司,91140000110037824X,施工,,AA,95
永升建设集团有限公司,91650200710890730H,施工,,AA,96.5
贵州省公路工程集团有限公司,91520000214415201K,施工,,AA,96.6667
新疆中新交通建设集团有限责任公司,91652301229210516N,施工,,A,92
陕西高速电子工程有限公司,91610000745002334M,施工,,A,86
中交一公局第五工程有限公司,91110000101700364M,施工,,AA,99.5
内蒙古路桥集团有限责任公司,9.115E+17,施工,,A,87
中铁十六局集团第四工程有限公司,9.111E+17,施工,,AA,98
新疆西域公路建设集团有限责任公司,91650000745200672U,施工,,AA,98
中交第四航务工程局有限公司,9.14401E+17,施工,,A,94
邢台路桥建设集团有限公司,91130500105780234M,施工,,AA,96.6667
中交第二公路工程局有限公司,91610000220521254B,施工,,AA,96
浙江高信技术股份有限公司,91330000765209674T,施工,,A,88.5
中铁十八局集团第三工程有限公司,9.11307E+17,施工,,A,94
中铁十五局集团第一工程有限公司,9161000011315230XJ,施工,,A,94
青海省海南天和路桥工程有限公司,9.16325E+17,施工,,A,94
山西欣奥特自动化工程有限公司,91140000733992019B,施工,,A,93.5
安徽皖通科技股份有限公司,91340100711761244Q,施工,,AA,96
山东东方路桥建设有限公司,9.13713E+17,施工,,A,94.5
新疆北新路桥集团股份有限公司,9.165E+17,施工,,A,94.1
新疆路桥建设集团有限公司,91650000580235614R,施工,,AA,96.0556
长沙市公路桥梁建设有限责任公司,91430100183867925Q,施工,,A,85
广东新粤交通投资有限公司,91440000707656521W,施工,,A,94
中铁十五局集团城市建设工程有限公司,91410300171097660J,施工,,A,93
中交机电工程局有限公司,91110000067323023E,施工,,AA,96.5
河北中岗通讯工程有限公司,91130100700823614L,施工,,A,93
湖南省湘筑交通科技有限公司,9.143E+17,施工,,AA,95.5
中铁十七局集团有限公司,9.114E+17,施工,,A,88
中交第二航务工程局有限公司,9.14201E+17,施工,,AA,95.0938
四川晴宇交通科技有限公司,91510107742357340X,施工,,A,91.5
中国建筑第八工程局有限公司,9131000063126503X1,施工,,AA,97
中铁二十二局集团第四工程有限公司,91120222108613415R,施工,,A,94
中铁十二局集团第四工程有限公司,91610112113033116P,施工,,AA,99
北京诚达交通科技有限公司,9.11101E+17,施工,,A,93
中铁二十三局集团第一工程有限公司,9.13711E+17,施工,,A,93
中交一公局第五工程有限公司,91110000101700364M,施工,,AA,99.5
邢台路桥建设集团有限公司,91130500105780234M,施工,,AA,96.6667
中交第四航务工程局有限公司,9.14401E+17,施工,,A,94
新疆西域公路建设集团有限责任公司,91650000745200672U,施工,,AA,98
中铁十六局集团第四工程有限公司,9.111E+17,施工,,AA,98
内蒙古路桥集团有限责任公司,9.115E+17,施工,,A,87
西安金路交通工程科技发展有限责任公司,9.16101E+17,施工,,A,94.6667
河南省中工设计研究院集团股份有限公司,91410100706774868X,设计,,A,94
新疆交通科学研究院有限责任公司,9165000045760113XW,设计,,A,93.2798
中国公路工程咨询集团有限公司,91110000100001916P,设计,,AA,95.3312
华设设计集团股份有限公司,91320000780270414F,设计,,AA,95.1228
新疆立弓交通勘察设计研究院有限公司,91650109729187674U,设计,,A,94
北京交科公路勘察设计研究院有限公司,9.11101E+17,设计,,AA,95.7142
成都曙光光纤网络有限责任公司,9.15101E+17,施工,,B,84.5
中交一公局第六工程有限公司,9.11201E+17,施工,,AA,97.5
广西交科集团有限公司,9145000049850597XR,施工,,A,94.5
中交公路规划设计院有限公司,91110000100011866Y,设计,,AA,95.0009
中油（新疆）石油工程有限公司,9.16502E+17,施工,,A,94.6667
中交公路规划设计院有限公司,91110000100011866Y,设计,,AA,95.0009
河南省中工设计研究院集团股份有限公司,91410100706774868X,设计,,A,94
新疆交通科学研究院有限责任公司,9165000045760113XW,设计,,A,93.2798
中国公路工程咨询集团有限公司,91110000100001916P,设计,,AA,95.3312
华设设计集团股份有限公司,91320000780270414F,设计,,AA,95.1228
新疆立弓交通勘察设计研究院有限公司,91650109729187674U,设计,,A,94
北京交科公路勘察设计研究院有限公司,9.11101E+17,设计,,AA,95.7142
西安金路交通工程科技发展有限责任公司,9.16101E+17,施工,,A,94.6667
湖南建投交通建设有限公司,9.143E+17,施工,,AA,97
中油（新疆）石油工程有限公司,9.16502E+17,施工,,A,94.6667
成都曙光光纤网络有限责任公司,9.15101E+17,施工,,B,84.5
广西交科集团有限公司,9145000049850597XR,施工,,A,94.5
中交一公局第六工程有限公司,9.11201E+17,施工,,AA,97.5
安徽开源路桥有限责任公司,91340000704988520X,施工,,A,94.1667
辽宁五洲公路工程有限责任公司,9121050073080705XT,施工,,A,94
河南省公路工程局集团有限公司,9.141E+17,施工,,AA,95.6667
石家庄泛安科技开发有限公司,91130100601001930K,施工,,A,90.3333
中铁十六局集团第二工程有限公司,91120102103203185T,施工,,A,94
中铁二十一局集团有限公司,91620000224333621K,施工,,A,92.7
中交第三公路工程局有限公司,9.111E+17,施工,,A,94
中国葛洲坝集团路桥工程有限公司,91420000615569922K,施工,,AA,100
中铁十八局集团有限公司,9112000010306009X2,施工,,AA,98.66
浙信建工（重庆）有限公司,9.15002E+17,施工,,AA,96
中交路桥建设有限公司,9111000059062789XU,施工,,AA,100
云南省交通科学研究院有限公司,91530000431200928E,施工,,AA,97.3
中城投集团第三工程局有限公司,,施工,,AA,95
中铁四局集团第四工程有限公司,9134010014904479XF,施工,,A,94.92
中交路桥建设有限公司,9111000059062789XU,施工,,A,94.84
中铁十一局集团第四工程有限公司,9142010018351357X2,施工,,A,89.3
江西中煤建设集团有限公司,91360000727776803R,施工,,A,87.78
江西省交通工程集团有限公司,9136000015831160XA,施工,,AA,95
四川公路桥梁建设集团有限公司,9151000020181190XN,施工,,A,89.17
陕西路桥集团有限公司,9.161E+17,施工,,A,94.9
华睿交通科技股份有限公司,91360100789729869F,施工,,AA,99.5
浙江交工集团股份有限公司,91330000712561789G,施工,,AA,95
中铁十七局集团第三工程有限公司,91130000602772307L,施工,,B,84.56
江西锦路科技开发有限公司,9.13601E+17,施工,,AA,99
新疆北新路桥集团股份有限公司,9.165E+17,施工,,A,94
中交一公局第三工程有限公司,91110000102400689N,施工,,A,94.8
中国建筑股份有限公司,9.111E+17,施工,,A,94
河北交建集团有限公司,91130605743445377K,施工,,A,92
中铁二局集团有限公司,91510100MA61RKR7X3,施工,,A,91.83
中铁十六局集团有限公司,9.111E+17,施工,,AA,95.33
四川路航建设工程有限责任公司,9.151E+17,施工,,A,93
湖南省湘平路桥建设有限公司,91430000186449315P,施工,,A,92
新疆北新路桥集团股份有限公司,9.165E+17,施工,,A,94
中交一公局第三工程有限公司,91110000102400689N,施工,,A,94.8
中国建筑股份有限公司,9.111E+17,施工,,A,94
中铁五局集团有限公司,91520000214400165L,施工,,AA,95
中交二公局第三工程有限公司,91610000221975004Y,施工,,AA,95.93
吉林省建设集团有限公司,9.122E+17,施工,,A,85
中铁十一局集团第二工程有限公司,91420300178861211B,施工,,AA,95.21
湖北省清江路桥建筑有限公司,91420500182916430W,施工,,C,73
广东六达交通工程有限公司,91440000722445992Y,施工,,A,90.6
青海路桥建设股份有限公司,91630000710492820P,施工,,A,90.33
北京云星宇交通科技股份有限公司,91110000633795210K,施工,,A,89
中国水利水电第四工程局有限公司,9163000022658124XK,施工,,AA,95.2
陕西交控交通工程有限公司,91610000220542936X,施工,,A,91
中铁十二局集团第四工程有限公司,91610112113033116P,施工,,A,94.8
四川公路桥梁建设集团有限公司,9151000020181190XN,施工,,A,91
蓝海建设集团有限公司,91340100786512461M,施工,,A,93
中铁五局集团第一工程有限责任公司,9143000071705329XJ,施工,,A,94
北京市市政工程设计研究总院有限公司,9.111E+17,设计,,AA,96.2564
中交基础设施养护集团有限公司,9.111E+17,设计,,AA,95
中交第二公路勘察设计研究院有限公司,91420100177668591H,设计,,AA,95
青海蓝图公路勘测设计有限责任公司,9163000071052284X0,设计,,A,90
北京国道通公路设计研究院股份有限公司,91110000726362369Y,设计,,A,90
招商局重庆交通科研设计院有限公司,9.15E+17,设计,,A,90
陕西省交通规划设计研究院有限公司,91610000435201880L,设计,,A,89.43
安徽省交通规划设计研究总院股份有限公司,9.134E+17,设计,,AA,95
青海省交通规划设计研究院有限公司,91630000440000039W,设计,,AA,96.4
青海省交通工程咨询有限公司,91630104757416243J,设计,,A,90
中交第一公路勘察设计研究院有限公司,9.161E+17,设计,,A,89.86
中交公路规划设计院有限公司,91110000100011866Y,设计,,AA,96.1378
黑龙江省交通规划设计研究院集团有限公司,91230100126970555M,设计,,A,92
江西中煤建设集团有限公司,91360000727776803R,施工,,A,92
四川路桥高速公路养护有限公司,9.151E+17,施工,,A,91
中国水电建设集团十五工程局有限公司,9.161E+17,施工,,A,94.8
福建省第二公路工程有限公司,91350100154380552D,施工,,B,78
中交建筑集团第六工程有限公司,9.11103E+17,施工,,A,94.8
青海省海南天和路桥工程有限公司,9.16325E+17,施工,,AA,95.33
吉林省建设集团有限公司,9.122E+17,施工,,A,85
北京云星宇交通科技股份有限公司,91110000633795210K,施工,,A,89
青海路桥建设股份有限公司,91630000710492820P,施工,,A,90.33
广东六达交通工程有限公司,91440000722445992Y,施工,,A,90.6
湖北省清江路桥建筑有限公司,91420500182916430W,施工,,C,73
中铁十一局集团第二工程有限公司,91420300178861211B,施工,,AA,95.21
中交一公局集团有限公司,9.111E+17,施工,,AA,95.37
中铁十四局集团有限公司,9.137E+17,施工,,A,93.67
西安金路交通工程科技发展有限责任公司,9.16101E+17,施工,,A,94
中交一公局第六工程有限公司,9.11201E+17,施工,,A,94
中交二公局第一工程有限公司,91420102180111380F,施工,,A,94.8
中交隧道工程局有限公司,9.111E+17,施工,,A,93
青海省兴利公路桥梁工程有限公司,91630100227583474E,施工,,AA,95.5
江西路通科技有限公司,91360100736395914J,施工,,A,92
上海电科智能系统股份有限公司,9.131E+17,施工,,A,93
中铁十局集团第七工程有限公司,91610131693811729L,施工,,A,92
北京市市政专业设计院股份公司,9111010210112976XW,设计,,AA,95.7046
青海路桥建设机械工程有限公司,91630000710522612X,施工,,AA,95.19
朝阳建设集团有限公司,91120116123209920B,施工,,B,83
中铁十四局集团有限公司,9.137E+17,施工,,A,93.67
西安金路交通工程科技发展有限责任公司,9.16101E+17,施工,,A,94
中交一公局第六工程有限公司,9.11201E+17,施工,,A,94
中交二公局第一工程有限公司,91420102180111380F,施工,,A,94.8
中交隧道工程局有限公司,9.111E+17,施工,,A,93
青海省兴利公路桥梁工程有限公司,91630100227583474E,施工,,AA,95.5
中交一公局集团有限公司,9.111E+17,施工,,AA,95.37
朝阳建设集团有限公司,91120116123209920B,施工,,B,83
青海路桥建设机械工程有限公司,91630000710522612X,施工,,AA,95.19
江西路通科技有限公司,91360100736395914J,施工,,A,92
中铁十局集团第七工程有限公司,91610131693811729L,施工,,A,92
上海电科智能系统股份有限公司,9.131E+17,施工,,A,93
中铁十五局集团有限公司,9.131E+17,施工,,AA,95
四川川交路桥有限责任公司,91510681717523052W,施工,,AA,95
浙江省机电设计研究院有限公司,91330000143055498X,施工,,A,93.33
安徽恒通交通工程有限公司,9.13401E+17,施工,,A,90
中交第二公路工程局有限公司,91610000220521254B,施工,,A,92
中交路桥建设有限公司,9111000059062789XU,施工,,A,91
邯郸市立通道路设施有限公司,9.11304E+17,施工,,A,89
中交二公局第四工程有限公司,9.14103E+17,施工,,AA,95.13
长春市市政工程设计研究院有限责任公司,91220101124013022T,设计,,AA,96
北京国道通公路设计研究院股份有限公司,91110000726362369Y,设计,,AA,96.4496
中交基础设施养护集团有限公司,9.111E+17,设计,,AA,97.8147
北京市市政工程设计研究总院有限公司,9.111E+17,设计,,AA,96.2564
黑龙江省交通规划设计研究院集团有限公司,91230100126970555M,设计,,A,92
中交公路规划设计院有限公司,91110000100011866Y,设计,,AA,96.1378
中交第一公路勘察设计研究院有限公司,9.161E+17,设计,,A,89.86
青海省交通工程咨询有限公司,91630104757416243J,设计,,A,90
青海省交通规划设计研究院有限公司,91630000440000039W,设计,,AA,96.4
安徽省交通规划设计研究总院股份有限公司,9.134E+17,设计,,AA,95
陕西省交通规划设计研究院有限公司,91610000435201880L,设计,,A,89.43
招商局重庆交通科研设计院有限公司,9.15E+17,设计,,A,90
北京国道通公路设计研究院股份有限公司,91110000726362369Y,设计,,A,90
青海蓝图公路勘测设计有限责任公司,9163000071052284X0,设计,,A,90
中交第二公路勘察设计研究院有限公司,91420100177668591H,设计,,AA,95
中交基础设施养护集团有限公司,9.111E+17,设计,,AA,95
安徽皖通科技股份有限公司,91340100711761244Q,施工,,A,86.33
中交二公局第三工程有限公司,91610000221975004Y,施工,,A,92.67
中铁四局集团有限公司,9.134E+17,施工,,A,88
中铁五局集团有限公司,91520000214400165L,施工,,A,88
中冶天工集团有限公司,91120118789363043U,施工,,A,92.5
安徽天洋交通工程有限公司,91341181734976838L,施工,,B,83
中阳建设集团有限公司,9136100075675307XB,施工,,B,83.67
中铁五局集团有限公司,91520000214400165L,施工,,A,88
安徽皖通科技股份有限公司,91340100711761244Q,施工,,A,86.33
中交二公局第三工程有限公司,91610000221975004Y,施工,,A,92.67
中铁四局集团有限公司,9.134E+17,施工,,A,88
中交一公局厦门工程有限公司,91350200155027398G,施工,,A,92.02
中铁六局集团有限公司,91110108101884765M,施工,,A,85.67
安徽汉高信息科技有限公司,91340000784914395N,施工,,A,91.83
中交第二公路工程局有限公司,91610000220521254B,施工,,AA,96.32
中交二公局萌兴工程有限公司,91610000MA6TG3FW7L,施工,,A,85
贵州中南交通科技有限公司,91520115072011366X,施工,,AA,96.43
浙江高信技术股份有限公司,91330000765209674T,施工,,AA,98
贵州中凯交通建设有限责任公司,9.15226E+17,施工,,A,93.33
江苏安防科技有限公司,91320000134859312Y,施工,,AA,98
中交路桥华东工程有限公司,9.13101E+17,施工,,B,84
青岛中建交通建设股份有限公司,91370200163575052U,施工,,B,82.5
北京瑞华赢科技发展股份有限公司,9.11103E+17,施工,,AA,98.67
贵州省公路工程集团有限公司,91520000214415201K,施工,,AA,97.21
杭州神通交通工程有限公司,91330185765466531Y,施工,,A,86.4
山西隆坤路桥工程有限公司,91140400746011718W,施工,,A,88
中交路桥南方工程有限公司,9.111E+17,施工,,AA,95.62
中交第四公路工程局有限公司,9.11103E+17,施工,,A,90.17
临沂市兰田路桥有限公司,91371300763658484A,施工,,A,88
